id,import_id,deliveries_id
223,223,52758
223,223,52759
223,223,52760
223,223,52761
223,223,52762
223,223,52763
223,223,52764
223,223,52765
223,223,52766
223,223,52767
223,223,52768
223,223,52769
223,223,52770
223,223,52771
223,223,52772
223,223,52773
223,223,52774
223,223,52775
223,223,52776
223,223,52777
223,223,52778
223,223,52779
223,223,52780
223,223,52781
223,223,52782
223,223,52783
223,223,52784
223,223,52785
223,223,52786
223,223,52787
223,223,52788
223,223,52789
223,223,52790
223,223,52791
223,223,52792
223,223,52793
223,223,52794
223,223,52795
223,223,52796
223,223,52797
223,223,52798
223,223,52799
223,223,52800
223,223,52801
223,223,52802
223,223,52803
223,223,52804
223,223,52805
223,223,52806
223,223,52807
223,223,52808
223,223,52809
223,223,52810
223,223,52811
223,223,52812
223,223,52813
223,223,52814
223,223,52815
223,223,52816
223,223,52817
223,223,52818
223,223,52819
223,223,52820
223,223,52821
223,223,52822
223,223,52823
223,223,52824
223,223,52825
223,223,52826
223,223,52827
224,224,52828
224,224,52829
224,224,52830
224,224,52831
224,224,52832
224,224,52833
224,224,52834
224,224,52835
224,224,52836
224,224,52837
224,224,52838
224,224,52839
224,224,52840
224,224,52841
224,224,52842
224,224,52843
224,224,52844
224,224,52845
224,224,52846
224,224,52847
224,224,52848
224,224,52849
224,224,52850
224,224,52851
224,224,52852
224,224,52853
224,224,52854
224,224,52855
224,224,52856
224,224,52857
224,224,52858
224,224,52859
224,224,52860
224,224,52861
224,224,52862
224,224,52863
224,224,52864
224,224,52865
224,224,52866
224,224,52867
224,224,52868
224,224,52869
224,224,52870
224,224,52871
224,224,52872
224,224,52873
224,224,52874
224,224,52875
224,224,52876
224,224,52877
224,224,52878
224,224,52879
224,224,52880
224,224,52881
224,224,52882
224,224,52883
224,224,52884
224,224,52885
224,224,52886
224,224,52887
224,224,52888
224,224,52889
224,224,52890
224,224,52891
224,224,52892
224,224,52893
224,224,52894
224,224,52895
224,224,52896
224,224,52897
224,224,52898
224,224,52899
224,224,52900
224,224,52901
224,224,52902
224,224,52903
224,224,52904
224,224,52905
224,224,52906
224,224,52907
224,224,52908
224,224,52909
224,224,52910
224,224,52911
224,224,52912
224,224,52913
224,224,52914
224,224,52915
224,224,52916
224,224,52917
224,224,52918
224,224,52919
224,224,52920
224,224,52921
224,224,52922
224,224,52923
224,224,52924
224,224,52925
224,224,52926
224,224,52927
224,224,52928
224,224,52929
224,224,52930
224,224,52931
224,224,52932
224,224,52933
224,224,52934
224,224,52935
224,224,52936
224,224,52937
224,224,52938
224,224,52939
224,224,52940
224,224,52941
224,224,52942
224,224,52943
224,224,52944
224,224,52945
224,224,52946
224,224,52947
224,224,52948
224,224,52949
224,224,52950
224,224,52951
224,224,52952
224,224,52953
224,224,52954
224,224,52955
224,224,52956
224,224,52957
224,224,52958
224,224,52959
224,224,52960
224,224,52961
224,224,52962
224,224,52963
224,224,52964
224,224,52965
224,224,52966
224,224,52967
224,224,52968
224,224,52969
224,224,52970
224,224,52971
224,224,52972
224,224,52973
224,224,52974
224,224,52975
224,224,52976
224,224,52977
224,224,52978
224,224,52979
224,224,52980
224,224,52981
224,224,52982
224,224,52983
224,224,52984
224,224,52985
224,224,52986
224,224,52987
224,224,52988
224,224,52989
224,224,52990
224,224,52991
224,224,52992
224,224,52993
224,224,52994
224,224,52995
224,224,52996
224,224,52997
224,224,52998
224,224,52999
224,224,53000
224,224,53001
224,224,53002
224,224,53003
224,224,53004
224,224,53005
224,224,53006
224,224,53007
224,224,53008
224,224,53009
224,224,53010
224,224,53011
224,224,53012
224,224,53013
224,224,53014
224,224,53015
224,224,53016
224,224,53017
224,224,53018
224,224,53019
224,224,53020
224,224,53021
224,224,53022
224,224,53023
224,224,53024
224,224,53025
224,224,53026
224,224,53027
224,224,53028
224,224,53029
224,224,53030
224,224,53031
224,224,53032
224,224,53033
224,224,53034
224,224,53035
224,224,53036
224,224,53037
224,224,53038
224,224,53039
224,224,53040
224,224,53041
224,224,53042
224,224,53043
224,224,53044
224,224,53045
224,224,53046
224,224,53047
224,224,53048
224,224,53049
224,224,53050
224,224,53051
224,224,53052
224,224,53053
224,224,53054
224,224,53055
224,224,53056
224,224,53057
224,224,53058
224,224,53059
224,224,53060
224,224,53061
224,224,53062
224,224,53063
224,224,53064
224,224,53065
224,224,53066
224,224,53067
224,224,53068
224,224,53069
225,225,53070
225,225,53071
225,225,53072
225,225,53073
225,225,53074
225,225,53075
225,225,53076
225,225,53077
225,225,53078
225,225,53079
225,225,53080
225,225,53081
225,225,53082
225,225,53083
225,225,53084
225,225,53085
225,225,53086
225,225,53087
225,225,53088
225,225,53089
225,225,53090
225,225,53091
225,225,53092
225,225,53093
225,225,53094
225,225,53095
225,225,53096
225,225,53097
225,225,53098
225,225,53099
225,225,53100
225,225,53101
225,225,53102
225,225,53103
225,225,53104
225,225,53105
225,225,53106
225,225,53107
225,225,53108
225,225,53109
225,225,53110
225,225,53111
225,225,53112
225,225,53113
225,225,53114
225,225,53115
225,225,53116
225,225,53117
225,225,53118
225,225,53119
225,225,53120
225,225,53121
225,225,53122
225,225,53123
225,225,53124
225,225,53125
225,225,53126
225,225,53127
225,225,53128
225,225,53129
225,225,53130
225,225,53131
225,225,53132
225,225,53133
225,225,53134
225,225,53135
225,225,53136
225,225,53137
225,225,53138
225,225,53139
225,225,53140
225,225,53141
225,225,53142
225,225,53143
225,225,53144
225,225,53145
225,225,53146
225,225,53147
225,225,53148
225,225,53149
225,225,53150
225,225,53151
225,225,53152
225,225,53153
225,225,53154
225,225,53155
225,225,53156
225,225,53157
225,225,53158
225,225,53159
225,225,53160
225,225,53161
225,225,53162
225,225,53163
225,225,53164
225,225,53165
225,225,53166
225,225,53167
225,225,53168
225,225,53169
225,225,53170
225,225,53171
225,225,53172
225,225,53173
225,225,53174
225,225,53175
225,225,53176
225,225,53177
225,225,53178
225,225,53179
225,225,53180
225,225,53181
225,225,53182
225,225,53230
225,225,53183
225,225,53184
225,225,53185
225,225,53186
225,225,53187
225,225,53188
225,225,53189
225,225,53190
225,225,53191
225,225,53192
225,225,53193
225,225,53194
225,225,53195
225,225,53196
225,225,53197
225,225,53198
225,225,53199
225,225,53200
225,225,53201
225,225,53202
225,225,53203
225,225,53204
225,225,53205
225,225,53206
225,225,53207
225,225,53208
225,225,53209
225,225,53210
225,225,53211
225,225,53212
225,225,53213
225,225,53214
225,225,53215
225,225,53216
225,225,53217
225,225,53218
225,225,53219
225,225,53220
225,225,53221
225,225,53222
225,225,53223
225,225,53224
225,225,53225
225,225,53226
225,225,53227
225,225,53228
225,225,53229
225,225,53231
225,225,53232
225,225,53233
225,225,53234
225,225,53235
225,225,53236
225,225,53237
225,225,53238
225,225,53239
225,225,53240
225,225,53241
225,225,53242
225,225,53243
225,225,53244
225,225,53245
225,225,53246
225,225,53247
225,225,53248
225,225,53249
225,225,53250
225,225,53251
225,225,53252
225,225,53253
225,225,53254
225,225,53255
225,225,53256
225,225,53257
225,225,53258
225,225,53259
225,225,53260
225,225,53261
225,225,53262
225,225,53263
225,225,53264
225,225,53265
225,225,53266
225,225,53267
225,225,53268
225,225,53269
225,225,53270
225,225,53271
225,225,53272
225,225,53273
225,225,53274
225,225,53275
225,225,53276
225,225,53277
225,225,53278
225,225,53279
225,225,53280
225,225,53281
225,225,53282
225,225,53283
225,225,53284
225,225,53285
225,225,53286
225,225,53287
225,225,53288
225,225,53289
225,225,53290
225,225,53291
225,225,53292
225,225,53293
225,225,53294
225,225,53295
225,225,53296
225,225,53297
225,225,53298
225,225,53299
225,225,53300
225,225,53301
225,225,53302
225,225,53303
225,225,53304
225,225,53305
225,225,53306
225,225,53307
225,225,53308
225,225,53309
225,225,53310
225,225,53311
225,225,53312
225,225,53313
225,225,53314
225,225,53315
225,225,53316
226,226,53317
226,226,53318
226,226,53319
226,226,53320
226,226,53321
226,226,53322
226,226,53323
226,226,53324
226,226,53325
226,226,53326
226,226,53327
226,226,53328
226,226,53329
226,226,53330
226,226,53331
226,226,53332
226,226,53333
226,226,53334
226,226,53335
226,226,53336
226,226,53337
226,226,53338
226,226,53339
226,226,53340
226,226,53341
226,226,53342
226,226,53343
226,226,53344
226,226,53345
226,226,53346
226,226,53347
226,226,53348
226,226,53349
226,226,53350
226,226,53351
226,226,53352
226,226,53353
226,226,53354
226,226,53355
226,226,53356
226,226,53357
226,226,53358
226,226,53359
226,226,53360
226,226,53361
226,226,53362
226,226,53363
226,226,53364
226,226,53365
226,226,53366
226,226,53367
226,226,53368
226,226,53369
226,226,53370
226,226,53371
226,226,53372
226,226,53373
226,226,53374
226,226,53375
226,226,53376
226,226,53377
226,226,53378
226,226,53379
226,226,53380
226,226,53381
226,226,53382
226,226,53383
226,226,53384
226,226,53385
226,226,53386
226,226,53387
226,226,53388
226,226,53389
226,226,53390
226,226,53391
226,226,53392
226,226,53393
226,226,53394
226,226,53395
226,226,53396
226,226,53397
226,226,53398
226,226,53399
226,226,53400
226,226,53401
226,226,53402
226,226,53403
226,226,53404
226,226,53405
226,226,53406
226,226,53407
226,226,53408
226,226,53409
226,226,53410
226,226,53411
226,226,53412
226,226,53413
226,226,53414
226,226,53415
226,226,53416
226,226,53417
226,226,53418
226,226,53419
226,226,53420
226,226,53421
226,226,53422
226,226,53423
226,226,53424
226,226,53425
226,226,53426
226,226,53427
226,226,53428
226,226,53429
226,226,53430
226,226,53431
226,226,53432
226,226,53433
226,226,53434
226,226,53435
226,226,53436
226,226,53437
226,226,53438
226,226,53439
226,226,53440
226,226,53441
226,226,53442
226,226,53443
226,226,53444
226,226,53445
226,226,53446
226,226,53447
226,226,53448
226,226,53449
226,226,53450
226,226,53451
226,226,53452
226,226,53453
226,226,53454
226,226,53455
226,226,53456
226,226,53457
226,226,53458
226,226,53459
226,226,53460
226,226,53461
226,226,53462
226,226,53463
226,226,53464
226,226,53465
226,226,53466
226,226,53467
226,226,53468
226,226,53469
226,226,53470
226,226,53471
226,226,53472
226,226,53473
226,226,53474
